Array Probe	Category Component
	ENSDARG00000094729
	ENSDARG00000095810
A_15_P111211	ENSDARG00000071878
A_15_P162246	ENSDARG00000055078
A_15_P103378	ENSDARG00000054588
A_15_P119649	ENSDARG00000027657
	ENSDARG00000027657
	ENSDARG00000098318
	ENSDARG00000103572
	ENSDARG00000031506
A_15_P184841	ENSDARG00000031506
A_15_P151256	ENSDARG00000007737
A_15_P177361	ENSDARG00000007737
A_15_P192006	ENSDARG00000007737
A_15_P185996	ENSDARG00000076797
	ENSDARG00000077337
A_15_P101282	ENSDARG00000031985
A_15_P143091	ENSDARG00000031985
A_15_P138201	ENSDARG00000103754
A_15_P138206	ENSDARG00000103754
A_15_P138211	ENSDARG00000103754
A_15_P364640	ENSDARG00000105722
A_15_P102669	ENSDARG00000057218
A_15_P474690	ENSDARG00000057218
A_15_P157396	ENSDARG00000025076
A_15_P101195	ENSDARG00000077044
A_15_P114953	ENSDARG00000077044
A_15_P109677	ENSDARG00000036671
A_15_P171481	ENSDARG00000036671
	ENSDARG00000036671
A_15_P102080	ENSDARG00000061413
	ENSDARG00000061413
A_15_P157046	ENSDARG00000045275
	ENSDARG00000099915
A_15_P117031	ENSDARG00000088408
A_15_P147906	ENSDARG00000088408
A_15_P105825	ENSDARG00000058212
A_15_P113725	ENSDARG00000058212
	ENSDARG00000058212
	ENSDARG00000094382
	ENSDARG00000105808
A_15_P183216	ENSDARG00000071235
	ENSDARG00000071235
	ENSDARG00000069012
A_15_P192356	ENSDARG00000018266
	ENSDARG00000018266
A_15_P119927	ENSDARG00000099434
	ENSDARG00000010519
A_15_P103364	ENSDARG00000010519
	ENSDARG00000096740
A_15_P117351	ENSDARG00000013128
	ENSDARG00000109597
	ENSDARG00000101245
	ENSDARG00000068191
	ENSDARG00000060303
	ENSDARG00000079281
	ENSDARG00000096903
A_15_P546687	ENSDARG00000104927
	ENSDARG00000008904
A_15_P105590	ENSDARG00000008904
A_15_P120480	ENSDARG00000099371
A_15_P134706	ENSDARG00000099371
A_15_P113316	ENSDARG00000038186
	ENSDARG00000010400
	ENSDARG00000078145
	ENSDARG00000012915
A_15_P152016	ENSDARG00000012915
	ENSDARG00000099766
A_15_P104340	ENSDARG00000099766
	ENSDARG00000097978
A_15_P114578	ENSDARG00000052148
A_15_P117727	ENSDARG00000078083
A_15_P115829	ENSDARG00000025972
	ENSDARG00000095277
	ENSDARG00000097910
A_15_P182956	ENSDARG00000035649
A_15_P106686	ENSDARG00000012432
	ENSDARG00000103103
A_15_P100735	ENSDARG00000026513
A_15_P115183	ENSDARG00000017174
A_15_P115241	ENSDARG00000062897
	ENSDARG00000062897
A_15_P190741	ENSDARG00000011618
A_15_P568987	ENSDARG00000008849
	ENSDARG00000008849
A_15_P190676	ENSDARG00000009218
A_15_P197531	ENSDARG00000034423
A_15_P148746	ENSDARG00000034423
	ENSDARG00000034423
	ENSDARG00000100965
A_15_P103896	ENSDARG00000031388
A_15_P206236	ENSDARG00000031388
A_15_P319816	ENSDARG00000031388
	ENSDARG00000044048
A_15_P155196	ENSDARG00000104425
	ENSDARG00000087476
	ENSDARG00000099919
A_15_P544667	ENSDARG00000099919
A_15_P101992	ENSDARG00000079420
	ENSDARG00000079420
A_15_P176086	ENSDARG00000035546
	ENSDARG00000035546
	ENSDARG00000094240
	ENSDARG00000095588
A_15_P269006	ENSDARG00000073824
	ENSDARG00000094462
	ENSDARG00000036811
A_15_P104074	ENSDARG00000036811
A_15_P111583	ENSDARG00000036811
A_15_P111530	ENSDARG00000017634
A_15_P140141	ENSDARG00000017634
	ENSDARG00000077396
A_15_P169796	ENSDARG00000020405
A_15_P150131	ENSDARG00000042946
	ENSDARG00000042946
	ENSDARG00000095721
	ENSDARG00000068817
	ENSDARG00000095222
	ENSDARG00000044484
A_15_P115577	ENSDARG00000044484
A_15_P119043	ENSDARG00000055974
A_15_P239591	ENSDARG00000023840
A_15_P113873	ENSDARG00000035598
A_15_P146021	ENSDARG00000035598
A_15_P165030	ENSDARG00000105721
A_15_P520122	ENSDARG00000102300
	ENSDARG00000102300
A_15_P551912	ENSDARG00000078916
	ENSDARG00000027290
A_15_P190746	ENSDARG00000056519
A_15_P266251	ENSDARG00000056519
A_15_P179936	ENSDARG00000015240
	ENSDARG00000015240
A_15_P101691	ENSDARG00000013168
A_15_P116455	ENSDARG00000013168
	ENSDARG00000076574
A_15_P155946	ENSDARG00000005670
A_15_P111777	ENSDARG00000004592
A_15_P115335	ENSDARG00000004592
A_15_P257261	ENSDARG00000004592
A_15_P141566	ENSDARG00000099724
	ENSDARG00000099724
	ENSDARG00000087635
A_15_P210881	ENSDARG00000002217
A_15_P194641	ENSDARG00000079934
	ENSDARG00000093863
A_15_P151056	ENSDARG00000053876
A_15_P407985	ENSDARG00000053876
	ENSDARG00000053876
	ENSDARG00000016607
A_15_P118995	ENSDARG00000016607
	ENSDARG00000094546
A_15_P169361	ENSDARG00000055129
A_15_P146196	ENSDARG00000039181
A_15_P551937	ENSDARG00000039181
	ENSDARG00000019418
A_15_P171191	ENSDARG00000045928
	ENSDARG00000045928
A_15_P193043	ENSDARG00000091095
	ENSDARG00000091095
	ENSDARG00000095069
A_15_P103538	ENSDARG00000021833
A_15_P138016	ENSDARG00000021833
A_15_P303481	ENSDARG00000021833
A_15_P147576	ENSDARG00000052165
A_15_P188421	ENSDARG00000095434
A_15_P141486	ENSDARG00000008140
A_15_P105201	ENSDARG00000086493
A_15_P173231	ENSDARG00000060682
	ENSDARG00000060682
	ENSDARG00000057665
A_15_P113962	ENSDARG00000041110
	ENSDARG00000041110
	ENSDARG00000018738
A_15_P100902	ENSDARG00000028396
A_15_P365290	ENSDARG00000028396
	ENSDARG00000028396
	ENSDARG00000038123
	ENSDARG00000034330
A_15_P191854	ENSDARG00000034330
A_15_P191856	ENSDARG00000034330
A_15_P121151	ENSDARG00000003899
	ENSDARG00000097302
	ENSDARG00000079416
	ENSDARG00000044491
A_15_P167041	ENSDARG00000045039
A_15_P108604	ENSDARG00000004392
	ENSDARG00000094776
A_15_P193785	ENSDARG00000028012
	ENSDARG00000103106
A_15_P207581	ENSDARG00000058162
	ENSDARG00000004836
A_15_P160556	ENSDARG00000002750
A_15_P160561	ENSDARG00000002750
A_15_P177561	ENSDARG00000002750
	ENSDARG00000077474
	ENSDARG00000041414
A_15_P194521	ENSDARG00000041414
A_15_P204496	ENSDARG00000011635
A_15_P112709	ENSDARG00000079276
	ENSDARG00000070852
A_15_P184001	ENSDARG00000095963
	ENSDARG00000095963
	ENSDARG00000104079
A_15_P206321	ENSDARG00000104241
A_15_P299756	ENSDARG00000094128
	ENSDARG00000079009
A_15_P102430	ENSDARG00000062081
A_15_P177241	ENSDARG00000062081
A_15_P200141	ENSDARG00000062081
	ENSDARG00000062081
	ENSDARG00000105630
	ENSDARG00000012899
A_15_P110776	ENSDARG00000040707
	ENSDARG00000097463
A_15_P191846	ENSDARG00000089958
A_15_P194410	ENSDARG00000089958
	ENSDARG00000095432
	ENSDARG00000097892
A_15_P109142	ENSDARG00000092641
	ENSDARG00000102060
A_15_P173016	ENSDARG00000019355
	ENSDARG00000089552
A_15_P112790	ENSDARG00000075292
A_15_P145151	ENSDARG00000051819
A_15_P363170	ENSDARG00000051819
A_15_P114590	ENSDARG00000078854
A_15_P198666	ENSDARG00000068745
	ENSDARG00000068745
A_15_P185326	ENSDARG00000062998
A_15_P175241	ENSDARG00000062998
A_15_P105001	ENSDARG00000037758
	ENSDARG00000036998
A_15_P170681	ENSDARG00000055027
	ENSDARG00000055027
A_15_P219441	ENSDARG00000053535
	ENSDARG00000053535
	ENSDARG00000060830
A_15_P153611	ENSDARG00000060830
	ENSDARG00000103316
	ENSDARG00000094738
A_15_P106128	ENSDARG00000036830
	ENSDARG00000036830
A_15_P114464	ENSDARG00000008388
	ENSDARG00000025505
A_15_P112842	ENSDARG00000023330
	ENSDARG00000023330
	ENSDARG00000100655
	ENSDARG00000030700
A_15_P102996	ENSDARG00000023526
	ENSDARG00000023771
A_15_P185766	ENSDARG00000023771
	ENSDARG00000031427
A_15_P117355	ENSDARG00000012450
	ENSDARG00000099269
A_15_P137251	ENSDARG00000060711
	ENSDARG00000116992
	ENSDARG00000090931
	ENSDARG00000097770
	ENSDARG00000098057
	ENSDARG00000096714
	ENSDARG00000095412
A_15_P559037	ENSDARG00000105550
	ENSDARG00000105550
A_15_P141066	ENSDARG00000102105
A_15_P199501	ENSDARG00000102105
	ENSDARG00000095161
A_15_P208421	ENSDARG00000058218
	ENSDARG00000113548
	ENSDARG00000063111
A_15_P207936	ENSDARG00000057452
	ENSDARG00000092000
	ENSDARG00000088959
A_15_P101189	ENSDARG00000088959
A_15_P201376	ENSDARG00000088959
	ENSDARG00000068516
	ENSDARG00000063300
A_15_P233721	ENSDARG00000097841
	ENSDARG00000097841
	ENSDARG00000041413
A_15_P184846	ENSDARG00000041413
A_15_P118086	ENSDARG00000053570
	ENSDARG00000053570
	ENSDARG00000090767
	ENSDARG00000074506
	ENSDARG00000100237
A_15_P395535	ENSDARG00000094597
	ENSDARG00000101169
	ENSDARG00000092045
A_15_P193656	ENSDARG00000038064
	ENSDARG00000038064
A_15_P278841	ENSDARG00000077722
A_15_P498672	ENSDARG00000077722
A_15_P112352	ENSDARG00000035163
	ENSDARG00000092918
	ENSDARG00000100865
A_15_P110005	ENSDARG00000035519
	ENSDARG00000015239
A_15_P207951	ENSDARG00000015239
	ENSDARG00000076585
	ENSDARG00000057378
	ENSDARG00000011055
A_15_P116618	ENSDARG00000011055
A_15_P196906	ENSDARG00000011055
	ENSDARG00000095368
A_15_P137491	ENSDARG00000099675
A_15_P195706	ENSDARG00000099675
	ENSDARG00000102229
A_15_P436390	ENSDARG00000102229
	ENSDARG00000093036
A_15_P117037	ENSDARG00000061547
A_15_P117941	ENSDARG00000061547
A_15_P159091	ENSDARG00000045748
A_15_P159096	ENSDARG00000045748
	ENSDARG00000045748
A_15_P120013	ENSDARG00000036100
A_15_P170181	ENSDARG00000036100
	ENSDARG00000102466
A_15_P113807	ENSDARG00000017710
A_15_P119503	ENSDARG00000039225
A_15_P190036	ENSDARG00000039225
A_15_P185751	ENSDARG00000102340
	ENSDARG00000102340
	ENSDARG00000019060
A_15_P110240	ENSDARG00000019060
A_15_P137126	ENSDARG00000070331
	ENSDARG00000070730
A_15_P109996	ENSDARG00000056281
	ENSDARG00000014165
A_15_P154226	ENSDARG00000014165
	ENSDARG00000095905
A_15_P558917	ENSDARG00000086223
	ENSDARG00000089578
	ENSDARG00000019856
	ENSDARG00000101664
	ENSDARG00000092159
	ENSDARG00000004830
A_15_P146986	ENSDARG00000004830
A_15_P114139	ENSDARG00000103104
A_15_P116203	ENSDARG00000000002
A_15_P135256	ENSDARG00000032631
A_15_P132691	ENSDARG00000092900
A_15_P120048	ENSDARG00000098394
	ENSDARG00000075264
	ENSDARG00000018914
	ENSDARG00000101137
	ENSDARG00000086369
	ENSDARG00000007179
A_15_P139686	ENSDARG00000007179
A_15_P184386	ENSDARG00000007179
A_15_P184381	ENSDARG00000007179
A_15_P397685	ENSDARG00000007179
A_15_P106026	ENSDARG00000031720
A_15_P183661	ENSDARG00000031720
A_15_P207381	ENSDARG00000031720
	ENSDARG00000031720
	ENSDARG00000086980
	ENSDARG00000026165
A_15_P210106	ENSDARG00000000001
	ENSDARG00000098044
	ENSDARG00000097525
	ENSDARG00000045486
A_15_P104403	ENSDARG00000045486
A_15_P405700	ENSDARG00000096703
	ENSDARG00000079614
	ENSDARG00000100818
	ENSDARG00000095105
	ENSDARG00000094502
	ENSDARG00000088145
	ENSDARG00000039770
	ENSDARG00000069476
A_15_P113773	ENSDARG00000037647
A_15_P188416	ENSDARG00000093494
A_15_P109729	ENSDARG00000053912
A_15_P377920	ENSDARG00000053912
A_15_P187241	ENSDARG00000040430
	ENSDARG00000103433
	ENSDARG00000005867
	ENSDARG00000092765
A_15_P101935	ENSDARG00000087193
	ENSDARG00000095388
	ENSDARG00000096562
A_15_P547547	ENSDARG00000096562
	ENSDARG00000058762
A_15_P114250	ENSDARG00000053890
	ENSDARG00000103211
	ENSDARG00000098641
	ENSDARG00000069966
A_15_P142756	ENSDARG00000069966
	ENSDARG00000071051
A_15_P105527	ENSDARG00000096382
	ENSDARG00000029071
A_15_P114361	ENSDARG00000029071
A_15_P206471	ENSDARG00000059836
A_15_P207121	ENSDARG00000009346
A_15_P104375	ENSDARG00000009346
	ENSDARG00000044691
A_15_P116827	ENSDARG00000044691
	ENSDARG00000037487
A_15_P269296	ENSDARG00000101510
	ENSDARG00000101745
A_15_P574787	ENSDARG00000094708
A_15_P130641	ENSDARG00000009387
A_15_P236346	ENSDARG00000009387
A_15_P136401	ENSDARG00000019142
	ENSDARG00000096578
A_15_P553117	ENSDARG00000096578
A_15_P147441	ENSDARG00000089643
A_15_P204536	ENSDARG00000060256
	ENSDARG00000006128
A_15_P197011	ENSDARG00000006128
A_15_P585412	ENSDARG00000006128
A_15_P255711	ENSDARG00000077823
A_15_P113046	ENSDARG00000043680
	ENSDARG00000043680
A_15_P177441	ENSDARG00000078140
	ENSDARG00000092106
A_15_P107574	ENSDARG00000008785
A_15_P333069	ENSDARG00000008785
	ENSDARG00000075597
A_15_P113018	ENSDARG00000037554
	ENSDARG00000104563
	ENSDARG00000014313
A_15_P110261	ENSDARG00000014313
A_15_P136406	ENSDARG00000052064
A_15_P108803	ENSDARG00000029609
	ENSDARG00000029609
A_15_P498132	ENSDARG00000089243
	ENSDARG00000089243
A_15_P105479	ENSDARG00000036335
A_15_P466950	ENSDARG00000036335
A_15_P398225	ENSDARG00000095609
	ENSDARG00000097826
A_15_P102457	ENSDARG00000030782
A_15_P165321	ENSDARG00000030782
A_15_P144444	ENSDARG00000036084
A_15_P103250	ENSDARG00000006642
A_15_P118046	ENSDARG00000006642
	ENSDARG00000019093
A_15_P120904	ENSDARG00000017355
A_15_P206726	ENSDARG00000059128
	ENSDARG00000096172
	ENSDARG00000076163
	ENSDARG00000102887
	ENSDARG00000092847
	ENSDARG00000007294
A_15_P399685	ENSDARG00000056478
	ENSDARG00000105264
A_15_P197711	ENSDARG00000027285
A_15_P268746	ENSDARG00000027285
A_15_P106018	ENSDARG00000058041
A_15_P516987	ENSDARG00000058041
	ENSDARG00000097812
A_15_P243521	ENSDARG00000094527
A_15_P131941	ENSDARG00000044575
A_15_P203841	ENSDARG00000044575
A_15_P103893	ENSDARG00000010279
A_15_P137286	ENSDARG00000010279
A_15_P506417	ENSDARG00000010279
	ENSDARG00000062379
	ENSDARG00000069409
	ENSDARG00000092142
A_15_P196576	ENSDARG00000052975
A_15_P213186	ENSDARG00000052975
A_15_P182061	ENSDARG00000058547
	ENSDARG00000021343
A_15_P116390	ENSDARG00000069866
A_15_P104517	ENSDARG00000056141
	ENSDARG00000062302
A_15_P187076	ENSDARG00000062302
A_15_P139976	ENSDARG00000007356
	ENSDARG00000114572
A_15_P547547	ENSDARG00000096669
	ENSDARG00000062116
A_15_P141116	ENSDARG00000062116
A_15_P177261	ENSDARG00000060594
A_15_P377580	ENSDARG00000060594
	ENSDARG00000060594
A_15_P139806	ENSDARG00000054794
	ENSDARG00000095078
	ENSDARG00000005246
	ENSDARG00000061354
A_15_P415855	ENSDARG00000075140
	ENSDARG00000075284
	ENSDARG00000010318
A_15_P194901	ENSDARG00000010318
	ENSDARG00000075747
A_15_P299416	ENSDARG00000075747
A_15_P109601	ENSDARG00000104242
A_15_P236666	ENSDARG00000104242
A_15_P587942	ENSDARG00000104242
A_15_P108747	ENSDARG00000007630
A_15_P171576	ENSDARG00000007630
	ENSDARG00000060877
A_15_P210691	ENSDARG00000099880
	ENSDARG00000094116
	ENSDARG00000042021
	ENSDARG00000091775
A_15_P120595	ENSDARG00000062991
	ENSDARG00000062991
A_15_P169641	ENSDARG00000096816
	ENSDARG00000075687
A_15_P391760	ENSDARG00000075687
	ENSDARG00000073799
A_15_P131121	ENSDARG00000004196
A_15_P565752	ENSDARG00000004196
A_15_P110715	ENSDARG00000075501
A_15_P195771	ENSDARG00000075501
A_15_P117144	ENSDARG00000055899
A_15_P192351	ENSDARG00000042383
A_15_P175496	ENSDARG00000069379
A_15_P187536	ENSDARG00000097740
	ENSDARG00000097740
	ENSDARG00000088615
	ENSDARG00000097920
A_15_P100686	ENSDARG00000035400
A_15_P103272	ENSDARG00000035400
A_15_P194436	ENSDARG00000063177
A_15_P162256	ENSDARG00000051880
A_15_P109957	ENSDARG00000011049
	ENSDARG00000011049
A_15_P196166	ENSDARG00000023861
A_15_P367215	ENSDARG00000023861
A_15_P115783	ENSDARG00000001442
	ENSDARG00000001442
A_15_P195606	ENSDARG00000015445
A_15_P307916	ENSDARG00000015445
	ENSDARG00000095962
	ENSDARG00000010047
A_15_P149421	ENSDARG00000029043
A_15_P103660	ENSDARG00000029043
	ENSDARG00000029043
	ENSDARG00000073696
	ENSDARG00000093776
	ENSDARG00000103400
	ENSDARG00000022817
A_15_P208516	ENSDARG00000034605
A_15_P113335	ENSDARG00000115817
	ENSDARG00000086655
A_15_P411440	ENSDARG00000059707
A_15_P149576	ENSDARG00000059707
A_15_P461690	ENSDARG00000017235
	ENSDARG00000017235
	ENSDARG00000105748
	ENSDARG00000105512
A_15_P200871	ENSDARG00000060927
	ENSDARG00000002082
A_15_P114881	ENSDARG00000002082
A_15_P204501	ENSDARG00000002082
A_15_P284601	ENSDARG00000002082
	ENSDARG00000087857
	ENSDARG00000073728
	ENSDARG00000061841
A_15_P208511	ENSDARG00000061841
	ENSDARG00000074758
A_15_P104051	ENSDARG00000071336
A_15_P117184	ENSDARG00000075380
A_15_P473275	ENSDARG00000075380
	ENSDARG00000058765
	ENSDARG00000105469
	ENSDARG00000087190
A_15_P167036	ENSDARG00000020853
	ENSDARG00000031116
	ENSDARG00000098621
A_15_P171576	ENSDARG00000105417
	ENSDARG00000016074
A_15_P560547	ENSDARG00000042114
	ENSDARG00000042114
	ENSDARG00000075639
A_15_P579437	ENSDARG00000075639
	ENSDARG00000112207
A_15_P184196	ENSDARG00000093008
	ENSDARG00000093008
A_15_P113167	ENSDARG00000055893
A_15_P113158	ENSDARG00000035181
	ENSDARG00000102872
	ENSDARG00000002768
A_15_P163756	ENSDARG00000002768
A_15_P145446	ENSDARG00000108953
	ENSDARG00000074763
	ENSDARG00000092589
A_15_P108781	ENSDARG00000039255
A_15_P183581	ENSDARG00000039255
	ENSDARG00000039255
A_15_P549827	ENSDARG00000078055
	ENSDARG00000078055
	ENSDARG00000055331
A_15_P157266	ENSDARG00000071407
A_15_P156801	ENSDARG00000014527
	ENSDARG00000014527
A_15_P143471	ENSDARG00000070061
	ENSDARG00000070061
A_15_P108417	ENSDARG00000021669
	ENSDARG00000075884
	ENSDARG00000097577
A_15_P153536	ENSDARG00000036728
A_15_P119618	ENSDARG00000028027
A_15_P147811	ENSDARG00000028027
	ENSDARG00000097471
A_15_P113167	ENSDARG00000091906
A_15_P106962	ENSDARG00000037589
A_15_P243766	ENSDARG00000037589
	ENSDARG00000016505
	ENSDARG00000095533
	ENSDARG00000023040
A_15_P100544	ENSDARG00000023040
A_15_P210926	ENSDARG00000023040
A_15_P147546	ENSDARG00000052188
	ENSDARG00000033367
A_15_P119861	ENSDARG00000033367
A_15_P149576	ENSDARG00000095732
A_15_P102317	ENSDARG00000062511
A_15_P280596	ENSDARG00000062511
	ENSDARG00000094145
A_15_P136231	ENSDARG00000021466
A_15_P136236	ENSDARG00000021466
	ENSDARG00000037980
	ENSDARG00000096518
A_15_P112412	ENSDARG00000061140
A_15_P118420	ENSDARG00000061140
A_15_P184201	ENSDARG00000008029
A_15_P136411	ENSDARG00000096975
	ENSDARG00000096760
A_15_P117998	ENSDARG00000026476
A_15_P143186	ENSDARG00000026476
	ENSDARG00000097389
	ENSDARG00000005789
A_15_P152696	ENSDARG00000005789
A_15_P149671	ENSDARG00000005789
	ENSDARG00000053668
A_15_P590977	ENSDARG00000053668
A_15_P449845	ENSDARG00000076419
	ENSDARG00000116394
	ENSDARG00000086245
A_15_P196006	ENSDARG00000101060
A_15_P107874	ENSDARG00000076238
A_15_P414720	ENSDARG00000076238
	ENSDARG00000088743
A_15_P195991	ENSDARG00000014871
	ENSDARG00000057987
	ENSDARG00000098818
	ENSDARG00000095776
	ENSDARG00000073665
	ENSDARG00000100653
	ENSDARG00000087645
A_15_P192451	ENSDARG00000009499
	ENSDARG00000009499
A_15_P578177	ENSDARG00000006588
	ENSDARG00000006588
A_15_P188881	ENSDARG00000043646
A_15_P398225	ENSDARG00000055520
A_15_P156406	ENSDARG00000055520
	ENSDARG00000027915
A_15_P143221	ENSDARG00000060101
A_15_P203491	ENSDARG00000060101
	ENSDARG00000060101
	ENSDARG00000042905
A_15_P120791	ENSDARG00000042905
A_15_P118463	ENSDARG00000042905
	ENSDARG00000101760
	ENSDARG00000078611
A_15_P171296	ENSDARG00000055679
	ENSDARG00000115302
A_15_P135391	ENSDARG00000005814
	ENSDARG00000005814
	ENSDARG00000077198
A_15_P179826	ENSDARG00000031768
	ENSDARG00000055232
A_15_P149981	ENSDARG00000055232
A_15_P540672	ENSDARG00000055232
A_15_P203326	ENSDARG00000014854
A_15_P110732	ENSDARG00000070623
	ENSDARG00000070623
	ENSDARG00000092826
A_15_P109142	ENSDARG00000092826
	ENSDARG00000042139
A_15_P112114	ENSDARG00000008880
A_15_P308701	ENSDARG00000008880
A_15_P151406	ENSDARG00000057276
A_15_P173351	ENSDARG00000010276
A_15_P365850	ENSDARG00000010276
	ENSDARG00000098496
	ENSDARG00000094713
A_15_P205866	ENSDARG00000055226
A_15_P103590	ENSDARG00000014803
A_15_P146781	ENSDARG00000093547
A_15_P193611	ENSDARG00000093547
A_15_P112485	ENSDARG00000038222
	ENSDARG00000094449
	ENSDARG00000097217
A_15_P162796	ENSDARG00000103980
	ENSDARG00000103980
	ENSDARG00000087229
A_15_P159436	ENSDARG00000034717
A_15_P500682	ENSDARG00000034717
A_15_P158801	ENSDARG00000039346
A_15_P158806	ENSDARG00000039346
	ENSDARG00000093428
	ENSDARG00000068819
	ENSDARG00000100777
	ENSDARG00000094821
A_15_P164681	ENSDARG00000060849
A_15_P161676	ENSDARG00000054829
A_15_P104217	ENSDARG00000062924
	ENSDARG00000062924
A_15_P103198	ENSDARG00000001889
	ENSDARG00000061749
A_15_P113154	ENSDARG00000070826
A_15_P148906	ENSDARG00000070826
	ENSDARG00000076828
	ENSDARG00000094685
	ENSDARG00000097415
A_15_P108699	ENSDARG00000010300
	ENSDARG00000010300
A_15_P118865	ENSDARG00000100637
A_15_P176171	ENSDARG00000016818
	ENSDARG00000016818
	ENSDARG00000092625
A_15_P101643	ENSDARG00000052695
A_15_P120383	ENSDARG00000052695
A_15_P530082	ENSDARG00000052695
A_15_P118865	ENSDARG00000100345
A_15_P167501	ENSDARG00000093091
	ENSDARG00000093091
A_15_P147676	ENSDARG00000019752
A_15_P114089	ENSDARG00000017316
	ENSDARG00000040640
	ENSDARG00000079307
	ENSDARG00000077054
	ENSDARG00000099038
	ENSDARG00000078599
	ENSDARG00000045367
A_15_P160326	ENSDARG00000053113
A_15_P542742	ENSDARG00000053113
	ENSDARG00000077115
A_15_P290881	ENSDARG00000043077
	ENSDARG00000043077
A_15_P450665	ENSDARG00000076170
A_15_P521542	ENSDARG00000076170
	ENSDARG00000109890
A_15_P221926	ENSDARG00000006202
A_15_P114119	ENSDARG00000006202
A_15_P221921	ENSDARG00000006202
	ENSDARG00000006202
	ENSDARG00000061634
A_15_P410575	ENSDARG00000061634
	ENSDARG00000041402
A_15_P461370	ENSDARG00000041402
	ENSDARG00000099027
	ENSDARG00000097052
A_15_P110510	ENSDARG00000026489
A_15_P111475	ENSDARG00000026489
	ENSDARG00000026489
	ENSDARG00000011652
	ENSDARG00000008884
A_15_P273431	ENSDARG00000078966
A_15_P392920	ENSDARG00000078966
A_15_P497402	ENSDARG00000078966
A_15_P144681	ENSDARG00000035963
	ENSDARG00000093041
	ENSDARG00000099831
A_15_P106807	ENSDARG00000099831
	ENSDARG00000069946
	ENSDARG00000089388
	ENSDARG00000094260
A_15_P409170	ENSDARG00000075886
A_15_P115570	ENSDARG00000001734
	ENSDARG00000068945
A_15_P103418	ENSDARG00000063161
A_15_P105428	ENSDARG00000063161
A_15_P117477	ENSDARG00000042296
A_15_P208311	ENSDARG00000010146
A_15_P260781	ENSDARG00000010146
	ENSDARG00000093522
A_15_P103872	ENSDARG00000103507
A_15_P534012	ENSDARG00000096917
	ENSDARG00000096917
	ENSDARG00000074308
A_15_P117337	ENSDARG00000074308
	ENSDARG00000070100
	ENSDARG00000079631
	ENSDARG00000092300
	ENSDARG00000058179
	ENSDARG00000095087
A_15_P208751	ENSDARG00000070589
A_15_P111537	ENSDARG00000041858
	ENSDARG00000008816
A_15_P206281	ENSDARG00000054748
A_15_P568657	ENSDARG00000054748
	ENSDARG00000029457
	ENSDARG00000068800
	ENSDARG00000099408
A_15_P140736	ENSDARG00000058327
	ENSDARG00000091628
A_15_P107602	ENSDARG00000054950
A_15_P158326	ENSDARG00000061052
A_15_P158321	ENSDARG00000061052
A_15_P170141	ENSDARG00000004396
	ENSDARG00000041998
A_15_P175221	ENSDARG00000077572
	ENSDARG00000101648
	ENSDARG00000095054
	ENSDARG00000042291
A_15_P103256	ENSDARG00000042291
A_15_P146776	ENSDARG00000093960
	ENSDARG00000093960
	ENSDARG00000099206
	ENSDARG00000092167
A_15_P116574	ENSDARG00000098897
